,text,sentiment_value
10207," : Stage name: Niho ()
Real name: Niall Horan
Debuted: 2010
Ex member of 1 Dimension
Has a solo album named ""annyeon... ",neu
10208," : In her only TV performance of 2017, Selena Gomez just returned to the #AMAs stage with a bang:... ",neu
10209," : then why are you here, kehlani? it says TALL. stud twitter for a reason.  ",neu
10210," : her: im ready!

me: SEND ME SELFIES

her: attachment 4 images

me:  ",pos
10211,I'd risk EVERYTHING just to be the referee in this Charlotte Vs Alexa Bliss matchup,pos
10212, : gon be a silent night  ,neu
10213,    I know TA's are unionized at Laurier. I am arguing that we as profs/uni still have a duty to...  ,neg
10214,  Start with a good morning to out of happiness enjoy,pos
10215,You can lead a horse to water...  ,neu
10216,      Seems to me this RICO gov't is doing nothing in hopes using the same M.O. in 2018 & 2...  ,neg
10217, : Obama deported more undocumented people than any other president. Obama dropped 26k bombs in 2016 and used more bom... ,neu
10218, :   Are their managers not with them? Im sure If they thought it was a big deal or inappropriate they wou... ,pos
10219, : bts being towards the end of the show probably is just for the views but im just going to pretend its for the fac... ,neg
10220, : Just want me a boo who'll make me playlists,pos
10221, : bts are leaving as a group to go to the bathroom because they cant have only one of em meeting some singer. they al... ,neu
10222, : 5 seconds into studying for my finals:  ,neu
10223," : Diana Ross is so proud of Tracee.
Tracee Ellis Ross is so proud of Diana.

Crying. We love a legendary mother-daugh... ",pos
10224, : 18 lakh for a 15-day stay at a hospital where the 7-year-old child died. Shocking story of a hospital. Please read.  ,neg
10225, : PREV. 171119 American Music Awards 2017 # #SUGA #  D-TOWN SONIC  ,pos
10226, : Our #Kelowna Honour Guard will be marching for Cst Davidson. A hero in all our hearts. #RIP John #AbbyPDStrong... ,pos
10227,  I have 2 sentences ,pos
10228,                 ...  ,neu
10229,Laurence to Joe you want a leg?,pos
10230," :  #
I voted #PeckPalit to win best Solo Star in #SBSPopAsia's #SBSPopAsiaAwards 2017!... ",pos
10231," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
10232,VIOLA DAVIS A TIMELESS WOMAN,neu
10233," : #ALSen #Alabama

      ALABAMA VOTERS!!
A Vote for   
    is a VOTE for #Abortion!
    the Murdering o... ",neg
10234," :  If you're a nazi and you're fired,
it's your fault!


If you're a nazi and you're fired,
it's your fault!


I... ",neg
10235,"  Yes, he has a tenacious hold on his chair: will have to pull him off - shouting & screaming, like we s...  ",pos
10236,  she has a contract with Mercer for crissake. My dad produced the Bob Hope USO shows with Marilyn Monroe. th...  ,pos
10237, : Reed Bentley is fucking dumb! There are many other pro wrestling maneuvers that could have been performed that didn... ,neg
10238," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
10239,Made a couple argue about the usage of Happy Holidays... It's in December people.,pos
10240,"I entered a giveaway for a chance to win ""Cardigans Scarf Shawl Women Poncho Cape - Ecoin..."" by ECOINWAY.   #giveaway",pos
10241,      One thing I would say is good to do is to find some things they can do...  ,pos
10242,mistress prepares a surprise for you,pos
10243," : James 5:20
consider this: Whoever turns a sinner from the error of his way will save his soul from death and cover... ",neg
10244, : What I fear is a fruitless death. #TWD  ,neg
10245," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
10246," : Dispatch postou fotos do BTS no Instagram! #AMAs

   ",neg
10247, : .  is working hard to make a difference! The boys talk why charity work and partnering with   means so... ,pos
10248,I liked a   video   The Blazers Can't Stop Me!!! [NBA 2k18: MyCareer],pos
10249,"I want a good ass loving female , that isnt so focused on their passed ",pos
10250," : [INFO] BTS will be the 16th performer out of a total of 17 teams, performing right before the finale 
#... ",neu
10251, : and hope their foreheads got unleash because that will be the death for all of us  ,neg
10252," : ME: I've a bag of snacks 
SOMEONE said to share 
ME:  ",pos
10253, : DISPATCH posted a photo of BTS  ,neu
10254, : Imagine getting your ass slapped by a frog.  ,neg
10255, : HIS FATASS SHOVED IN A SNACK WHILE JAMMING. I CANTBREATHE  ,neu
10256," : When you know your worth, not a single person can make you feel worthless.",neg
10257,I liked a   video   How to make Deathstroke Armour,pos
10258, : when a bitch say she gonna hit one of your friends on sight and yall all waiting ..  ,neg
10259,My mother making me a bottle of coquito tonight ,neu
10260,Where at !!  ,neu
10261," : Its things like this, erecting a statue of the Ten Commandments, that makes me wish I was a Texan. 
Such great pat... ",pos
10262," : Our President has been accused of:

- Raping his Wife
- Walking in on Naked Teens at Miss Univ. Dressing room
- Adm... ",neg
10263,Viola Davis is simply a stunning woman. #AMAs,pos
10264,Rewrite Service Descriptions by Alexilum   We are a new company doing bookkeeping and providi...  ,neu
10265,lol i want to play the sims 4 but im too poor so i have to get the trial/demo  ,pos
10266,      Amen! He can hold his head high knowing he made the right choice. NOT...  ,neu
10267, : Wow I finally got 280 characters. I'm not sure what to say like there's so many things I could actually talk about... ,pos
10268," : so how many guys is jimin gonna cause a gay crisis for tonight, just with these earrings alone  ",neg
10269, : Goku aint ever breakdanced in his life and just did that shit off a Ki blast. He a  hall of famer after this and i... ,neg
10270," : Way too early coaching predictionss:
Florida - Chip Kelly                                
Texas A&M - Chad Morris.... ",neu
10271,    So generous! Have a great evening everyone :) #BDHoliday,pos
10272," : 1. keith is gay-coded
2. lance is getting a slowburn romance
3. allura doesnt return lances feelings
4. everythin... ",pos
10273,"The douchy Apple ""what's a computer"" commercial is a perfect example of why people despise Applefanbois.",pos
10274,    hey America strong come get a piece of this DEPLARABLE,pos
10275," : ""I want to be a work of art, at least in my soul, since I cant be one in my body.""  Fernando Pessoa",pos
10276, :   1. Christopher Columbus NEVER set foot on the soil of what would become: The United States of Amer... ,pos
10277," : The best thing I heard today was a pregnant woman arguing with her partner and she said, ""I have two brains and you have one...",pos
10278," : I will follow back every Resister / Resistance. If i miss you dm
Let's take our country back!

Retweet for a follow... ",neg
10279,"Im a fan of Baker Mayfield and his swag, he knows hes good and he will let everyone else know too",pos
10280, : Might as well tweet with a purpose tonight #MissUniverse #TrinidadandTobago ,pos
10281, : Were closing the weekend out with a SPECIAL EDITION of #SunDrais with sounds by   with  ... ,pos
10282,"It doesn't matter what I'm doing, my mind will always switch to depression. Telling me that I'm a sad sack of shit...  ",neg
10283,  Hail RedskinsNation!!! Here's my QuickTakes from the game. Be sure to give it a read and a share....  ,pos
10284," : A good leader takes a little more than his share of the blame, a little less than his share of the credit. Arnold H. Glasow(19...",pos
10285, : So happy you think so! We took forever making sure it was exactly what we wanted x  ,pos
10286, : The President would have left American students in a foreign jail because their families didnt lavish sufficient p... ,neu
10287, : It was a very busy weekend but ALL WORTH IT!!! Pordalab!!! Thank you everyone for all the support!!! Much... ,pos
10288," : ladies do urself a favor & learn how to walk away from a guy. when communication starts to fade, learn how to let i... ",pos
10289,"Since ive never done a play through of #Fallout4 on my own, would it be interesting to watch me on twitch sometime???",pos
10290, : Serena Williams Looked Like a Real-Life Princess in Her Alexander McQueen Wedding Dress  ,pos
10291," :  

OH MY GOD LETS WIDEN THE GAP THIS IS A DAESANG CATEGORY

   ",pos
10292,"  I cant dance  
Im not a cute grill  
Staying positive  ",pos
10293, : RECAP: Luke Johnson scores 2 goals & Hinostroza pots the game-winner in a shootout as your #IceHogs down the Wolves... ,neu
10294,Just want a nigga thats gone make sure Im not hungry ,pos
10295,solve domain issue (DNS expert) by aussielx   We have an active website that is showing a str...  ,pos
10296," : The best thing I heard today was a pregnant woman arguing with her partner and she said, ""I have two brains and you have one...",pos
10297, : Hey maid! I see you got on your maid outfit like you always do...  ,pos
10298, : THEM JAMMING TO SORRY NOT SORRY AND SEOKJIN JUST BLEW A HAND KISS NJFHGSKJGHK I'M SCREAMING!! #JIN #BTSxAMAs #AMAs  ,pos
10299, : If Jacoby Brissett was still on the Patriots and Brady got benched for him you'd throw a fucking party and if Briss... ,pos
10300, : I feel I need to do a DM spree really soon dont ask me why but I feel it :),pos
10301, : Nothing quite like a rally cry from Commissioner   to lead the women of Team #RAW to victory!... ,neg
10302," : Jean Valjean was a far more redeeming character than Chris mcandless, millennials.",neu
10303,Seriously?  ,neg
10304,"Fox could play a part in this, yes. In any event, I only operate off of the known information given.",pos
10305," : If you ignore the witness of teenage girls, 
if you tell refugees ""go back where you came from,""
if you close your... ",neg
10306," : #GarageCleanout   fitting when shes like.... 10! Have a gr8 performance tonight! 

Sad to not be at... ",pos
10307,  its bloo being soft and me having a mental breakdown,neu
10308," : I dont care if you sleep on the floor, broke, or if you and your family stay in a one bedroom apartment i will sti... ",neg
10309," : Hey,  . We have a great thing going. Why don't we do it again this year? See you at the #AMAs, LIVE 11... ",pos
10310, : AMAs LIVESTREAM RT TO SAVE A LIFE   ,pos
10311,VIOLA IS SUCH A FUCKING ICON,neu
10312,"165 final | Evan dominating, up 8-2 after the first, With nearly 2 minutes of riding time ",neg
10313," : Ridiculous. If you're a man who can't be alone with a woman and not grab her or rub up against her, you probably sh... ",neg
10314, : Lena Dunham is that girl in high school who thinks no one likes her because shes different and people just don... ,pos
10315, : Right before bed I saw an interview and peep said he got a centipede tattooed on his arm because he hates them & se... ,neg
10316,I liked a   video   GHOST PRANK ON GIRLFRIEND GONE WRONG (She Cried ),neg
10317,Girl say it 2x  ,neu
10318,"This man really posted a snap smoking a blunt w a facemask on lmfaoooo Im bawling rn, hes thriving",neu
10319, : People can see our boost mobile deals from a mile away.  ,pos
10320," : how hard i start working after my manager catches me on my phone to remind him that despite my minor flaws, i am a... ",neg
10321,Like when he's napping I go do some laundry and bawl my eyes out become it's so overwhelming doing this on my own lmfao I'm a wreck,pos
10322, : Im such a home body if im not at school or work,neu
10323," : A cosmic search for a missing arm...This dwarf galaxy, located ~30 million light-years away, reveals a single major s... ",neg
10324,I love my cute lil mama! She was having a night out with a friend and I got a bonus hangout ...  ,pos
10325," :   For one thing, aliens obv built the pyramids! Who but aliens could have figured out how to align and sta... ",neu
10326,    Ugh man!!!!Grow up.let me take a nap .,neg
10327, : Hrrison Ford in a kitchen in the late 70s.  ,neu
10328, : LOOOOOOOOOOOOOL Eminem is going to make Nick Cannon retire from his own show  ,neu
